,gameId,champion,timestamp,role,lane,accountId
99,2165199251,40,1611135706412,DUO_SUPPORT,BOTTOM,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
98,2165300614,40,1611138832262,DUO_SUPPORT,BOTTOM,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
97,2165782523,117,1611184446397,DUO_SUPPORT,NONE,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
96,2165726753,40,1611185960317,DUO_SUPPORT,NONE,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
95,2165789161,40,1611187745416,DUO_SUPPORT,NONE,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
94,2165844051,117,1611189912698,DUO_SUPPORT,BOTTOM,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
93,2165920920,40,1611193238832,DUO_SUPPORT,BOTTOM,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
92,2165886632,117,1611195601251,DUO_SUPPORT,BOTTOM,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
91,2166011748,40,1611198379073,DUO_SUPPORT,BOTTOM,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
90,2166015569,40,1611201202132,DUO_SUPPORT,TOP,2dzIXJUqmdWNfeAOMvRcJ5eHVFAmcUeqI693veYS8W1zrHs
99,2208494276,74,1615393136248,DUO_CARRY,MID,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
98,2208476714,54,1615395345554,SOLO,TOP,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
97,2208555926,74,1615402324523,SOLO,TOP,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
96,2208662350,74,1615407067579,SOLO,MID,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
95,2208691986,117,1615413418776,DUO_SUPPORT,BOTTOM,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
94,2208726435,74,1615416086104,DUO_SUPPORT,NONE,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
93,2208791492,74,1615418828516,SOLO,MID,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
92,2208785647,74,1615420889676,DUO,MID,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
91,2208852219,74,1615423933166,SOLO,MID,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
90,2208934898,74,1615430727113,DUO_CARRY,MID,KtBWsJA5MGzK5-znnDuSdk_QWd-qW_Bhzoma0VppM_edxXhQZ6i13xlD
99,2180281025,360,1612574453282,DUO_CARRY,BOTTOM,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
98,2180590596,517,1612589365336,DUO,TOP,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
97,2180911201,145,1612640864728,DUO_CARRY,BOTTOM,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
96,2180906532,360,1612643289742,DUO_CARRY,BOTTOM,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
95,2180981645,117,1612645814383,DUO_SUPPORT,BOTTOM,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
94,2181868284,268,1612725788540,DUO_SUPPORT,NONE,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
93,2182610698,145,1612793321363,DUO_CARRY,BOTTOM,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
92,2183096843,360,1612835394190,SOLO,BOTTOM,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
91,2183356486,360,1612878488222,DUO_CARRY,BOTTOM,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
90,2183338943,236,1612880819890,DUO_CARRY,BOTTOM,jpkriUJIRC1Bpce8MAUJMyuBsrpNgvBCyrB-CIdOypY
99,2184797677,7,1613004718511,SOLO,MID,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
98,2185146961,131,1613054424006,DUO_SUPPORT,NONE,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
97,2185151411,131,1613057002914,SOLO,MID,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
96,2185398669,131,1613075792080,DUO_SUPPORT,NONE,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
95,2185523224,131,1613078397335,SOLO,MID,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
94,2185529519,131,1613081488293,SOLO,MID,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
93,2186131834,115,1613148584295,SOLO,MID,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
92,2186158889,131,1613158551169,SOLO,MID,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
91,2186274397,131,1613162098797,SOLO,MID,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
90,2186287344,131,1613163977484,DUO,MID,z72tXRi2ydLUL5PpDT8GQ2_WibYUDbr2_2t5mAQh227W
99,2189736880,245,1613499410150,DUO_SUPPORT,NONE,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
98,2189772080,526,1613501802504,DUO_SUPPORT,BOTTOM,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
97,2189778378,89,1613505252730,DUO_SUPPORT,BOTTOM,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
96,2189832887,12,1613507626918,DUO_SUPPORT,BOTTOM,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
95,2190050234,56,1613520566301,DUO_SUPPORT,NONE,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
94,2190073066,412,1613522285869,DUO_SUPPORT,BOTTOM,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
93,2190700981,122,1613591054476,DUO,TOP,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
92,2190713431,110,1613592640841,DUO_SUPPORT,TOP,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
91,2190716315,34,1613594325619,DUO_SUPPORT,NONE,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
90,2190742704,121,1613596952597,NONE,JUNGLE,huSZIFmszZ64CIIjv-oxkCTC4Qup5eCeiwgsvsYaWfzd97w
99,2207417300,105,1615279002795,SOLO,MID,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
98,2207613821,105,1615315555251,SOLO,MID,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
97,2207725474,105,1615324042015,DUO_SUPPORT,NONE,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
96,2207748120,105,1615325678321,SOLO,MID,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
95,2207862481,105,1615333340643,SOLO,MID,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
94,2208047052,105,1615340528811,DUO_SUPPORT,NONE,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
93,2208122370,105,1615343617608,DUO_CARRY,MID,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
92,2208175429,18,1615346135304,DUO_CARRY,BOTTOM,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
91,2208129040,523,1615348951323,DUO,TOP,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
90,2208190502,84,1615350466845,DUO_SUPPORT,MID,4dyYnmddVIJ2RDhIZcS54Yp6RRPrko5k7GW7MlIxGRDApRA
99,2190397317,126,1613561915584,SOLO,TOP,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
98,2190408701,122,1613565437080,DUO,NONE,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
97,2190409969,122,1613567438757,DUO,NONE,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
96,2190442061,86,1613568310267,DUO_SUPPORT,NONE,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
95,2190433853,98,1613569867694,SOLO,TOP,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
94,2190575400,122,1613581799305,SOLO,TOP,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
93,2190588515,98,1613584058653,DUO,TOP,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
92,2190594698,77,1613586326092,NONE,JUNGLE,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
91,2192236239,77,1613726508702,NONE,JUNGLE,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
90,2192206845,30,1613729268213,DUO,NONE,v0mCDMddvyWL926lHm8e8sSIdKTnuIUXl9LAGMCPVdGZRV4
99,2204857948,147,1615042411811,DUO_SUPPORT,BOTTOM,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
98,2205040245,267,1615051933758,SOLO,MID,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
97,2205034393,25,1615054269742,DUO_SUPPORT,BOTTOM,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
96,2205058127,117,1615056498047,DUO_SUPPORT,BOTTOM,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
95,2205085915,16,1615060272720,DUO_SUPPORT,BOTTOM,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
94,2205160464,117,1615062895712,DUO_SUPPORT,MID,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
93,2205310052,74,1615073077449,SOLO,MID,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
92,2205304047,117,1615074879906,DUO_SUPPORT,NONE,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
91,2205297171,117,1615076482780,DUO_SUPPORT,NONE,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
90,2205380524,117,1615078115809,DUO_SUPPORT,NONE,3KVhpassJ1XXZiORU1y1jw1D2FMN_qewTC_XqXe8Kxw
99,2195500656,555,1614048021787,DUO_SUPPORT,BOTTOM,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
98,2195964843,60,1614113703120,NONE,JUNGLE,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
97,2195988269,555,1614116124466,SOLO,MID,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
96,2196213691,555,1614133412008,DUO_SUPPORT,BOTTOM,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
95,2196640237,555,1614181116877,DUO_SUPPORT,NONE,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
94,2196651805,555,1614182691681,DUO_SUPPORT,NONE,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
93,2196710856,555,1614189934242,DUO_SUPPORT,BOTTOM,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
92,2197035280,555,1614221152289,DUO_SUPPORT,BOTTOM,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
91,2197431525,555,1614267971957,DUO_SUPPORT,NONE,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
90,2197682382,555,1614289948150,DUO_SUPPORT,BOTTOM,StVxZPULnQ3O69tFXd0xy0MP39V7sTgeSadDDizPYcUppVU
99,2200583885,141,1614574046540,NONE,JUNGLE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
98,2200537323,64,1614576938319,NONE,JUNGLE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
97,2200586911,245,1614579306804,NONE,JUNGLE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
96,2201265638,245,1614651444144,NONE,JUNGLE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
95,2201436997,120,1614692584185,NONE,JUNGLE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
94,2202531022,234,1614793764203,NONE,JUNGLE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
93,2202648713,120,1614806149062,DUO_SUPPORT,NONE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
92,2202708231,78,1614811819606,NONE,JUNGLE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
91,2202762869,2,1614814241899,NONE,JUNGLE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
90,2202727941,64,1614816600503,NONE,JUNGLE,n9OF86QyFlOO9zJL0SUuRATfnQhY3MT-bV2_eCSzrYbtHJU
99,2197230496,876,1614253349246,NONE,JUNGLE,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
98,2197202207,145,1614256323994,DUO_CARRY,BOTTOM,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
97,2197215128,145,1614260833443,DUO_CARRY,BOTTOM,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
96,2197197391,523,1614263234554,DUO_CARRY,BOTTOM,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
95,2197209399,523,1614265643446,DUO_CARRY,BOTTOM,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
94,2197431525,119,1614267971957,DUO_SUPPORT,NONE,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
93,2197443200,119,1614269710411,DUO_CARRY,BOTTOM,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
92,2197455678,498,1614272077100,DUO,NONE,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
91,2197503393,67,1614277322367,DUO_CARRY,BOTTOM,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
90,2197535331,39,1614278951350,DUO,TOP,MWpOOwTfCChXWB9fc10-3VWi8r6MgtkkL1KwlQCJJNg
99,2207509908,234,1615304658694,DUO,NONE,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
98,2207581455,96,1615306244122,SOLO,MID,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
97,2207564089,234,1615308576137,NONE,JUNGLE,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
96,2207606787,234,1615310779661,NONE,JUNGLE,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
95,2207569207,234,1615312600682,NONE,JUNGLE,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
94,2207642239,234,1615314853065,DUO_SUPPORT,NONE,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
93,2207625290,234,1615317008678,NONE,JUNGLE,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
92,2207668125,234,1615319005387,NONE,JUNGLE,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
91,2207701654,234,1615321437514,DUO,NONE,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
90,2207692780,234,1615322168142,NONE,JUNGLE,5YV2Hsy9AeJh-fkGUka5sPLMv4SbTAYwO_0rd2ke3umkGTE
99,2207248301,102,1615255457136,DUO_SUPPORT,NONE,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
98,2207331672,432,1615257262516,DUO_SUPPORT,NONE,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
97,2207474926,876,1615298414785,DUO,NONE,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
96,2207525866,86,1615300361597,DUO,NONE,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
95,2207496830,517,1615301358040,SOLO,MID,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
94,2207519346,13,1615304156766,SOLO,TOP,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
93,2207552284,106,1615306862650,SOLO,TOP,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
92,2207596008,98,1615310282112,SOLO,TOP,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
91,2208520470,115,1615389142497,DUO_SUPPORT,NONE,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
90,2208511463,420,1615390212872,DUO_SUPPORT,NONE,mpWxiZCK-WnDQPzZczq1lWYQrv7lcLfKWqmEBA0_wCr2QkQ
99,2173657331,21,1611935753710,DUO,NONE,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
98,2175755044,21,1612137713429,DUO_SUPPORT,NONE,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
97,2175788242,145,1612139344832,DUO_CARRY,BOTTOM,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
96,2176690590,142,1612225869111,DUO_SUPPORT,NONE,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
95,2176693235,110,1612227118307,DUO_SUPPORT,NONE,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
94,2177195128,235,1612302155989,SOLO,BOTTOM,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
93,2177381302,360,1612305617364,DUO_SUPPORT,NONE,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
92,2177525683,147,1612318046076,DUO_CARRY,BOTTOM,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
91,2178196538,360,1612390868632,DUO_CARRY,BOTTOM,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
90,2178210412,235,1612392875798,DUO_CARRY,BOTTOM,xAXnjuLeMcNAtwP0VP9HNXNyIHCsTUgdiYKRe3sgfd8f
99,2211351956,101,1615670464371,DUO_SUPPORT,BOTTOM,6Xbb-EwjU_zeRFfc9dJFtPPxsxVt1fYEdFgz7TUlZSP8flM
98,2211346669,235,1615672849641,DUO_SUPPORT,BOTTOM,6Xbb-EwjU_zeRFfc9dJFtPPxsxVt1fYEdFgz7TUlZSP8flM
97,2211402882,412,1615675696062,SOLO,BOTTOM,6Xbb-EwjU_zeRFfc9dJFtPPxsxVt1fYEdFgz7TUlZSP8flM
96,2211426039,201,1615677654621,DUO_SUPPORT,BOTTOM,6Xbb-EwjU_zeRFfc9dJFtPPxsxVt1fYEdFgz7TUlZSP8flM
99,2198129744,104,1614364696541,DUO_SUPPORT,NONE,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
98,2198370582,99,1614366112909,DUO,TOP,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
97,2198354121,8,1614367792545,DUO,NONE,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
96,2198349129,39,1614370985497,DUO_CARRY,TOP,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
95,2198423998,266,1614374172044,SOLO,TOP,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
94,2198457205,266,1614376667433,DUO,TOP,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
93,2198493106,266,1614379170934,SOLO,TOP,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
92,2198516853,266,1614381334497,SOLO,TOP,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
91,2198644678,266,1614389713262,DUO,TOP,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
90,2200685892,42,1614616192398,DUO_SUPPORT,NONE,dGKlf3Ml3Q2y2p0dmEuJug4ZL2S3vY1tKK15aLob1cL4lM4
99,2202685689,39,1614810129715,DUO_CARRY,TOP,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
98,2202721903,154,1614813458615,DUO_SUPPORT,NONE,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
97,2202754667,61,1614814929293,DUO,NONE,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
96,2203259445,777,1614878226733,DUO,NONE,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
95,2203293039,421,1614880767859,NONE,JUNGLE,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
94,2203345998,421,1614883123797,DUO,NONE,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
93,2203327827,421,1614884162519,DUO_SUPPORT,NONE,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
92,2203410540,421,1614886063714,NONE,JUNGLE,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
91,2203480826,245,1614892391676,DUO_CARRY,MID,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
90,2203483646,421,1614894128443,NONE,JUNGLE,ow6QNelbnN11P5r9rz7B1Jf14WeOk8W_9jS6dft1KEEcP1A
99,2207665223,150,1615317014228,SOLO,TOP,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
98,2207680103,150,1615319979689,SOLO,TOP,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
97,2207742488,24,1615322058855,DUO,MID,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
96,2207735432,85,1615324017966,NONE,JUNGLE,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
95,2207729031,41,1615326248569,DUO,MID,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
94,2207903304,102,1615334009019,DUO,NONE,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
93,2207878138,110,1615336112490,DUO_SUPPORT,NONE,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
92,2208500648,150,1615389462051,SOLO,TOP,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
91,2208512552,85,1615391507209,DUO_SUPPORT,NONE,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
90,2208494275,14,1615393123615,SOLO,TOP,pxfOeYWv8OqouSONQJv1TShV2svO41aQydVz6PKwW4wfcXM
99,2194759297,76,1613963381414,NONE,JUNGLE,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
98,2194822058,150,1613965664703,NONE,JUNGLE,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
97,2194805034,120,1613968061887,NONE,JUNGLE,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
96,2194846815,142,1613971170010,SOLO,MID,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
95,2194838557,235,1613974072107,DUO_SUPPORT,BOTTOM,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
94,2194951934,498,1614006398349,DUO_CARRY,BOTTOM,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
93,2195023910,164,1614016800047,DUO_SUPPORT,NONE,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
92,2195067066,523,1614019658128,DUO_CARRY,MID,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
91,2195131982,13,1614022922300,DUO_SUPPORT,NONE,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
90,2195116475,202,1614025511272,DUO,NONE,y0AML683ibqkMfR_9w8fmDCd8m4LG6c8izcNeSQVFBY
99,2200744450,201,1614622898072,DUO_SUPPORT,TOP,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU
98,2201387747,31,1614691390669,SOLO,TOP,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU
97,2201409533,202,1614693926850,DUO,MID,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU
96,2201461888,79,1614696296175,DUO_SUPPORT,BOTTOM,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU
95,2202302859,81,1614774106898,DUO_CARRY,MID,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU
94,2202304071,555,1614776289954,DUO_SUPPORT,NONE,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU
93,2202255155,201,1614777950312,DUO_SUPPORT,BOTTOM,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU
92,2202541198,432,1614793862644,DUO_SUPPORT,BOTTOM,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU
91,2203026971,145,1614865831155,DUO_SUPPORT,NONE,hkjQnhs3rtuP9dvkB3f7HmnwrPyUp8iVgXI4CpEQQStU
