,gameId,champion,timestamp,role,lane,accountId
98,2202591265,777,1614800976387,SOLO,MID,4VPwqMMYTRKsXX5XjkoX3Nq_XFSbKjUeP4_fZiRDiEuPKAMmFOQ0keIV
97,2204090298,164,1614960453443,SOLO,TOP,4VPwqMMYTRKsXX5XjkoX3Nq_XFSbKjUeP4_fZiRDiEuPKAMmFOQ0keIV
96,2208637049,238,1615410190624,DUO_CARRY,MID,4VPwqMMYTRKsXX5XjkoX3Nq_XFSbKjUeP4_fZiRDiEuPKAMmFOQ0keIV
95,2210229117,777,1615584615739,SOLO,MID,4VPwqMMYTRKsXX5XjkoX3Nq_XFSbKjUeP4_fZiRDiEuPKAMmFOQ0keIV
94,2210263468,25,1615586980560,DUO_SUPPORT,NONE,4VPwqMMYTRKsXX5XjkoX3Nq_XFSbKjUeP4_fZiRDiEuPKAMmFOQ0keIV
99,2200993308,421,1614635527333,NONE,JUNGLE,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
98,2201018537,34,1614638555060,SOLO,MID,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
97,2201628560,120,1614717628046,NONE,JUNGLE,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
96,2201693264,3,1614720513159,DUO_SUPPORT,BOTTOM,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
95,2202644542,15,1614803447319,DUO_CARRY,BOTTOM,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
94,2202608076,150,1614805641960,SOLO,TOP,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
93,2204234149,150,1614977207545,SOLO,TOP,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
92,2204247865,120,1614979575346,NONE,JUNGLE,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
91,2204488628,145,1614995194012,DUO_CARRY,BOTTOM,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
90,2205034393,120,1615054269742,NONE,JUNGLE,7VAuRutIP1m4xoLFIxY7kVjDdnAd66FOXMxUdC88Sn8
99,2199467059,24,1614473945005,SOLO,TOP,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
98,2200239942,39,1614552427691,SOLO,TOP,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
97,2200314301,40,1614554663317,DUO_SUPPORT,MID,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
96,2200481958,40,1614563629628,DUO_SUPPORT,MID,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
95,2201623936,40,1614714551282,DUO_SUPPORT,BOTTOM,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
94,2201587607,40,1614716554464,DUO_SUPPORT,BOTTOM,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
93,2201700705,40,1614718995735,DUO_SUPPORT,MID,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
92,2201836433,163,1614727727257,NONE,JUNGLE,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
91,2202112987,37,1614741315628,DUO_SUPPORT,NONE,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
90,2202084691,222,1614742391847,SOLO,MID,Fq0tpfnSQiW-ogbCt1tRlSQyAjLCzXMdYDT7Am15513gM1U
99,2188982829,85,1613425556861,DUO_SUPPORT,NONE,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
98,2189289968,516,1613443229366,SOLO,TOP,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
97,2189773236,15,1613502428326,DUO_CARRY,BOTTOM,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
96,2189797200,516,1613505005071,SOLO,TOP,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
95,2190746919,13,1613599358692,SOLO,TOP,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
94,2190820260,81,1613601484352,DUO_CARRY,BOTTOM,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
93,2192253311,150,1613742699443,SOLO,TOP,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
92,2192246890,150,1613746035808,SOLO,TOP,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
91,2192288855,81,1613748353745,DUO_CARRY,BOTTOM,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
90,2192353075,31,1613752188202,SOLO,TOP,DunCVugohDZ4_qrB_69cWAOlBjDICdRsUHoNW3Wh1sM2AIhg6Kz0sGUx
99,2194925293,202,1613999130629,DUO_CARRY,BOTTOM,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
98,2194869330,235,1614002810228,DUO_CARRY,BOTTOM,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
97,2194964199,236,1614008904248,DUO,MID,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
96,2194938459,61,1614012064129,SOLO,MID,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
95,2194969798,202,1614013915996,DUO_CARRY,BOTTOM,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
94,2195005095,110,1614017111544,DUO_CARRY,BOTTOM,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
93,2195059453,145,1614020962493,DUO_CARRY,BOTTOM,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
92,2195113891,145,1614023828719,DUO_CARRY,BOTTOM,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
91,2195127112,15,1614025969178,DUO_CARRY,BOTTOM,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
90,2195167849,61,1614031936629,SOLO,MID,jGQpXTdyYvfnlCDQat8iawnaUcq0xQpVrLOxS7mvw6QCwRY
99,2188682723,20,1613399437035,NONE,JUNGLE,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
98,2188688735,20,1613404993734,NONE,JUNGLE,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
97,2188739652,20,1613407381196,NONE,JUNGLE,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
96,2188909982,20,1613424097579,NONE,JUNGLE,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
95,2189013768,20,1613426678018,DUO_SUPPORT,NONE,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
94,2189008185,20,1613428452798,DUO_SUPPORT,NONE,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
93,2189090586,20,1613429948485,NONE,JUNGLE,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
92,2189104365,20,1613432067312,NONE,JUNGLE,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
91,2189161601,20,1613434523694,DUO_SUPPORT,BOTTOM,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
90,2189216858,20,1613437311723,NONE,JUNGLE,R0OoBLvj-WTcbHRrzgY9M8naEJJQkqXPNlCqPCi7BFqQNvEiVlBruVP-
99,2211199926,517,1615669018770,DUO_SUPPORT,NONE,C-VzkhM8vEb4HzQqKWdc3Sp88jKKbSGRcqT7XZj6nxKJFuM
98,2211321981,112,1615670172822,SOLO,MID,C-VzkhM8vEb4HzQqKWdc3Sp88jKKbSGRcqT7XZj6nxKJFuM
99,2185413749,875,1613073450032,SOLO,TOP,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
98,2185730213,498,1613090341175,DUO_CARRY,BOTTOM,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
97,2185735688,79,1613092576587,SOLO,TOP,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
96,2185769328,24,1613094564768,SOLO,TOP,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
95,2185825073,14,1613097288330,SOLO,TOP,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
94,2185799479,54,1613099328267,SOLO,TOP,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
93,2185854595,92,1613102324245,SOLO,TOP,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
92,2185886018,875,1613104239549,DUO_SUPPORT,BOTTOM,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
91,2186103829,875,1613149364478,SOLO,TOP,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
90,2186386904,498,1613169015570,DUO_CARRY,BOTTOM,sQRQqoWMdqpAJH0N1LCWJDEpFBSnjKmisMt6Lp-11F8r6AM
99,2203870715,150,1614921478086,SOLO,TOP,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
98,2204171162,21,1614968966736,DUO_CARRY,BOTTOM,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
97,2204204439,164,1614971407543,SOLO,TOP,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
96,2204220492,876,1614974905813,NONE,JUNGLE,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
95,2204243754,64,1614977100884,NONE,JUNGLE,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
94,2204534275,203,1614997696563,NONE,JUNGLE,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
93,2204650008,79,1615000435930,SOLO,TOP,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
92,2204644865,24,1615003282046,SOLO,TOP,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
91,2204658230,64,1615005638114,NONE,JUNGLE,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
90,2204790559,64,1615007387493,NONE,JUNGLE,4zvpOEUKFQ6XPQm7pYMsW6UKETaYnOg8qulEVyKKWXx5
99,2203036669,75,1614865428386,NONE,JUNGLE,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
98,2203028393,427,1614867536818,DUO_SUPPORT,NONE,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
97,2203280180,518,1614869878412,SOLO,MID,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
96,2203867075,115,1614943257370,DUO_CARRY,BOTTOM,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
95,2203848247,96,1614946412838,SOLO,MID,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
94,2203869817,96,1614949104872,SOLO,MID,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
93,2204021854,96,1614951688432,SOLO,MID,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
92,2204053712,96,1614954238418,SOLO,MID,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
91,2203996232,96,1614956230996,DUO_CARRY,MID,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
90,2204008107,13,1614958277293,SOLO,MID,_MxpuEkGLPn8dmRkT01HD5OSPxJq8_o_6kVeo-tloPA
72,2159541673,876,1610553523916,DUO_SUPPORT,NONE,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
71,2161140746,266,1610721678915,SOLO,TOP,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
70,2161134967,76,1610726074581,NONE,JUNGLE,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
69,2162085829,163,1610821502611,DUO,NONE,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
68,2162068433,163,1610822988415,NONE,JUNGLE,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
67,2162112596,876,1610825184721,NONE,JUNGLE,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
66,2162147536,2,1610828330836,DUO_SUPPORT,NONE,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
65,2163225189,2,1610920318130,NONE,JUNGLE,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
64,2163245032,104,1610924865102,NONE,JUNGLE,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
63,2163322871,163,1610928885979,NONE,JUNGLE,HcbXW_R_5nHOsSDgBdmmlXr2585C67OUloVOTGHzFVEoLjllvdDqL5qJ
99,2206039396,238,1615148488029,DUO,MID,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
98,2206114746,150,1615151219864,DUO,MID,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
97,2206171491,238,1615154428116,SOLO,TOP,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
96,2206220172,38,1615158607909,DUO,TOP,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
95,2206237624,268,1615161920967,SOLO,MID,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
94,2206355281,92,1615165134823,DUO,MID,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
93,2206812739,1,1615226126712,DUO_SUPPORT,NONE,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
92,2206871518,238,1615232182093,SOLO,MID,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
91,2206836072,8,1615234880600,SOLO,MID,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
90,2206984902,238,1615245043690,DUO,MID,LR5Q4AzauAFfE_96z3BCtCaoQlpZk30pRGStVK8JwzA
99,2177756759,432,1612360665121,DUO_SUPPORT,BOTTOM,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
98,2177728367,432,1612362580571,DUO_SUPPORT,BOTTOM,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
97,2177961448,43,1612366025105,SOLO,MID,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
96,2178306367,245,1612400654883,DUO_SUPPORT,NONE,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
95,2178328521,268,1612401781492,DUO,MID,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
94,2178686795,43,1612444627470,SOLO,MID,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
93,2178688956,432,1612447499928,DUO_SUPPORT,BOTTOM,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
92,2178751693,432,1612450542724,DUO_SUPPORT,NONE,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
91,2178713487,43,1612452116535,DUO_SUPPORT,NONE,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
90,2179695422,432,1612535747642,DUO_SUPPORT,BOTTOM,lgrc0APZobqepRO20IA7yS7G4ciOcz3fOuK_0yeowutr2jA
99,2187687021,24,1613278246548,SOLO,TOP,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
98,2187712230,24,1613281185771,SOLO,TOP,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
97,2188570482,104,1613361280553,NONE,JUNGLE,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
96,2188544430,120,1613363341279,NONE,JUNGLE,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
95,2188556286,3,1613365266409,DUO_SUPPORT,NONE,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
94,2189051350,54,1613429738529,SOLO,TOP,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
93,2189086914,61,1613432743161,DUO_SUPPORT,NONE,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
92,2189992280,41,1613517518283,DUO,MID,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
91,2190743568,54,1613597552007,SOLO,TOP,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
90,2191008574,17,1613614468102,NONE,JUNGLE,3lYQEpHQI97u1H1aaWKlS5StiHC1xgMYH4FRvez0-Z_zJ28
99,2183079920,43,1612832835340,SOLO,BOTTOM,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
98,2183145647,238,1612835173626,SOLO,MID,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
97,2183221568,69,1612838102324,DUO,MID,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
96,2184087815,38,1612931302049,SOLO,MID,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
95,2184139131,92,1612933680434,DUO,MID,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
94,2184190639,238,1612935879287,SOLO,MID,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
93,2184206076,92,1612955866357,SOLO,TOP,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
92,2184216761,92,1612957740193,NONE,JUNGLE,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
91,2184188398,22,1612960058918,DUO_SUPPORT,NONE,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
90,2184230003,38,1612961716029,SOLO,MID,dY3HX66Gor-btGS9ZXuhnVe2wfZCdV0VsZrivJQb7tQF4OLEYVN7u8b9
99,2208385707,64,1615383574278,NONE,JUNGLE,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
98,2209200035,104,1615461158229,NONE,JUNGLE,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
97,2209181282,60,1615463684100,NONE,JUNGLE,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
96,2209182462,235,1615466210726,DUO_SUPPORT,NONE,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
95,2209232663,64,1615467689333,NONE,JUNGLE,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
94,2209194675,202,1615469826604,DUO_CARRY,BOTTOM,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
93,2209198344,64,1615474254477,DUO_SUPPORT,NONE,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
92,2209219147,30,1615475581705,DUO_SUPPORT,NONE,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
91,2209251196,60,1615477228320,NONE,JUNGLE,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
90,2209253200,59,1615479263701,NONE,JUNGLE,mtWHW1yYftxqOiDB9XfXgH8mkFsU3wuzLatO9X2AQFyt8O4
99,2197183885,22,1614258799132,DUO_CARRY,BOTTOM,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
98,2197225206,150,1614261035207,SOLO,TOP,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
97,2197197391,164,1614263234554,SOLO,TOP,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
96,2197209399,164,1614265643446,SOLO,TOP,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
95,2197442231,150,1614268788065,DUO,NONE,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
94,2197433464,150,1614269879545,DUO_CARRY,TOP,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
93,2197416784,164,1614272450106,SOLO,TOP,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
92,2197439845,150,1614274847470,SOLO,TOP,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
91,2200031141,150,1614538124301,SOLO,TOP,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
90,2200054544,141,1614539986082,DUO_SUPPORT,NONE,64v1Bca5Vg4gETO4mYDFPp2wuWp2NiFtMatqX8WMSkl2k24
99,2210804044,145,1615619492715,DUO_CARRY,BOTTOM,FL-CGl6U5fns6qVc-eUXpgNrkx2pmzhthr1Bij15woKPzFLcrnQf8W5H
98,2211083492,145,1615659658297,DUO_CARRY,BOTTOM,FL-CGl6U5fns6qVc-eUXpgNrkx2pmzhthr1Bij15woKPzFLcrnQf8W5H
97,2211142096,18,1615664041075,DUO_CARRY,BOTTOM,FL-CGl6U5fns6qVc-eUXpgNrkx2pmzhthr1Bij15woKPzFLcrnQf8W5H
96,2211158273,36,1615667792277,NONE,JUNGLE,FL-CGl6U5fns6qVc-eUXpgNrkx2pmzhthr1Bij15woKPzFLcrnQf8W5H
99,2198589501,164,1614387320084,DUO_SUPPORT,NONE,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
98,2198652304,112,1614388567152,DUO_SUPPORT,NONE,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
97,2198735335,9,1614394797525,DUO_SUPPORT,NONE,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
96,2198689350,202,1614396595892,DUO_CARRY,BOTTOM,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
95,2198772507,145,1614398830026,DUO_CARRY,BOTTOM,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
94,2198776489,147,1614401900579,DUO_SUPPORT,BOTTOM,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
93,2198768895,523,1614404242379,DUO_CARRY,BOTTOM,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
92,2198860744,145,1614407323808,DUO_CARRY,BOTTOM,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
91,2199181990,164,1614450616105,SOLO,TOP,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
90,2199185767,235,1614452584302,DUO_CARRY,BOTTOM,JAAmiin52SdTRmGCtz6jqq5mnkAmgIdjF-NXlWyW0qY
99,2205804676,360,1615127204222,DUO_SUPPORT,NONE,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
98,2205826409,360,1615128860395,DUO_SUPPORT,NONE,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
97,2205798687,360,1615130438530,DUO_SUPPORT,NONE,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
96,2205870403,120,1615131924325,NONE,JUNGLE,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
95,2205892541,120,1615133731236,NONE,JUNGLE,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
94,2205887263,360,1615136931757,DUO_CARRY,BOTTOM,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
93,2205941256,360,1615139357256,DUO_SUPPORT,BOTTOM,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
92,2205925822,360,1615141664701,DUO,MID,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
91,2205929977,120,1615143812677,NONE,JUNGLE,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
90,2205994976,360,1615146262721,DUO_SUPPORT,NONE,dfShjdIdbKDE54zhkw-5kmbCj8LL1wgJ-DjDvgdGNtbCBIg
99,2203063339,6,1614860505808,SOLO,TOP,SSykx-YGLgfqS-X2aCVUh8120BcwtWi6hxF5o-uqgkg
98,2203054721,57,1614862856288,SOLO,TOP,SSykx-YGLgfqS-X2aCVUh8120BcwtWi6hxF5o-uqgkg
97,2203036669,57,1614865428386,DUO_SUPPORT,TOP,SSykx-YGLgfqS-X2aCVUh8120BcwtWi6hxF5o-uqgkg
96,2203058868,57,1614868203897,SOLO,TOP,SSykx-YGLgfqS-X2aCVUh8120BcwtWi6hxF5o-uqgkg
95,2203261577,6,1614871223142,SOLO,TOP,SSykx-YGLgfqS-X2aCVUh8120BcwtWi6hxF5o-uqgkg
94,2203225027,57,1614874376316,DUO_CARRY,TOP,SSykx-YGLgfqS-X2aCVUh8120BcwtWi6hxF5o-uqgkg
93,2203287375,57,1614876812700,DUO_SUPPORT,NONE,SSykx-YGLgfqS-X2aCVUh8120BcwtWi6hxF5o-uqgkg
92,2203288828,516,1614877993707,SOLO,TOP,SSykx-YGLgfqS-X2aCVUh8120BcwtWi6hxF5o-uqgkg
